"code_station";"date_obs_elab";"resultat_obs_elab"
"J930061101";"2002-08-08";11220
"J930061101";"2002-08-09";13959
"J930061101";"2002-08-10";9974
"J930061101";"2002-08-11";9294
"J930061101";"2002-08-12";10019
"J930061101";"2002-08-13";8826
"J930061101";"2002-08-14";16633
"J930061101";"2002-08-15";10902
"J930061101";"2002-08-16";4855
"J930061101";"2002-08-17";9281
"J930061101";"2002-08-18";5840
"J930061101";"2002-08-19";5759
"J930061101";"2002-08-20";4309
"J930061101";"2002-08-21";7481
"J930061101";"2002-08-22";9827
"J930061101";"2002-08-23";8114
"J930061101";"2002-08-24";6970
"J930061101";"2002-08-25";7800
"J930061101";"2002-08-26";6452
"J930061101";"2002-08-27";8059
"J930061101";"2002-08-28";10016
"J930061101";"2002-08-29";7059
"J930061101";"2002-08-30";6535
"J930061101";"2002-08-31";8622
"J930061101";"2002-09-01";14027
"J930061101";"2002-09-02";11850
"J930061101";"2002-09-03";8928
"J930061101";"2002-09-04";4901
"J930061101";"2002-09-05";5226
"J930061101";"2002-09-06";5030
"J930061101";"2002-09-07";8318
"J930061101";"2002-09-08";17924
"J930061101";"2002-09-09";17116
"J930061101";"2002-09-10";20690
"J930061101";"2002-09-11";21638
"J930061101";"2002-09-12";16247
"J930061101";"2002-09-13";15434
"J930061101";"2002-09-14";14156
"J930061101";"2002-09-15";12425
"J930061101";"2002-09-16";12909
"J930061101";"2002-09-17";12069
"J930061101";"2002-09-18";11306
"J930061101";"2002-09-19";9838
"J930061101";"2002-09-20";12704
"J930061101";"2002-09-21";16213
"J930061101";"2002-09-22";9314
"J930061101";"2002-09-23";10517
"J930061101";"2002-09-24";7910
"J930061101";"2002-09-25";8595
"J930061101";"2002-09-26";4484
"J930061101";"2002-09-27";9588
"J930061101";"2002-09-28";10915
"J930061101";"2002-09-29";9097
"J930061101";"2002-09-30";8000
"J930061101";"2002-10-01";14187
"J930061101";"2002-10-02";14554
"J930061101";"2002-10-03";10250
"J930061101";"2002-10-04";13427
"J930061101";"2002-10-05";12566
"J930061101";"2002-10-06";8388
"J930061101";"2002-10-07";8567
"J930061101";"2002-10-08";10007
"J930061101";"2002-10-09";11137
"J930061101";"2002-10-10";20345
"J930061101";"2002-10-11";14906
"J930061101";"2002-10-12";12284
"J930061101";"2002-10-13";11028
"J930061101";"2002-10-14";11835
"J930061101";"2002-10-15";9203
"J930061101";"2002-10-16";17733
"J930061101";"2002-10-26";88911
"J930061101";"2002-10-27";85543
"J930061101";"2002-10-28";70381
"J930061101";"2002-10-29";53244
"J930061101";"2002-10-30";43623
"J930061101";"2002-10-31";37488
"J930061101";"2002-11-01";24141
"J930061101";"2002-11-02";28406
"J930061101";"2002-11-03";86485
"J930061101";"2002-11-04";112170
"J930061101";"2002-11-05";93407
"J930061101";"2002-11-06";74875
"J930061101";"2002-11-07";108773
"J930061101";"2002-11-08";135843
"J930061101";"2002-11-09";162477
"J930061101";"2002-11-10";183271
"J930061101";"2002-11-11";193000
"J930061101";"2002-11-12";195654
"J930061101";"2002-11-13";209420
"J930061101";"2002-11-14";257406
"J930061101";"2002-11-15";264822
"J930061101";"2002-11-16";267627
"J930061101";"2002-11-17";254647
"J930061101";"2002-11-18";214026
"J930061101";"2002-11-19";172670
"J930061101";"2002-11-20";127899
"J930061101";"2002-11-21";118659
"J930061101";"2002-11-22";168879
"J930061101";"2002-11-23";200131
"J930061101";"2002-11-24";221450
"J930061101";"2002-11-25";261488
"J930061101";"2002-11-26";254293
"J930061101";"2002-11-27";216851
"J930061101";"2002-11-28";190283
"J930061101";"2002-11-29";185976
"J930061101";"2002-11-30";171303
"J930061101";"2002-12-01";198178
"J930061101";"2002-12-02";224693
"J930061101";"2002-12-03";230441
"J930061101";"2002-12-04";214318
"J930061101";"2002-12-05";196533
"J930061101";"2002-12-06";182126
"J930061101";"2002-12-07";168420
"J930061101";"2002-12-08";149112
"J930061101";"2002-12-09";133461
"J930061101";"2002-12-10";122781
"J930061101";"2002-12-11";115418
"J930061101";"2002-12-12";111204
"J930061101";"2002-12-13";113470
"J930061101";"2002-12-14";110236
"J930061101";"2002-12-15";171530
"J930061101";"2002-12-16";246227
"J930061101";"2002-12-17";264616
"J930061101";"2002-12-18";256688
"J930061101";"2002-12-19";235566
"J930061101";"2002-12-20";205418
"J930061101";"2002-12-21";178312
"J930061101";"2002-12-22";205190
"J930061101";"2002-12-23";271710
"J930061101";"2002-12-24";288120
"J930061101";"2002-12-25";300107
"J930061101";"2002-12-26";344203
"J930061101";"2002-12-27";416534
"J930061101";"2002-12-28";521800
"J930061101";"2002-12-29";595133
"J930061101";"2002-12-30";599151
"J930061101";"2002-12-31";614374
"J930061101";"2003-01-01";528889
"J930061101";"2003-01-02";503192
"J930061101";"2003-01-03";551445
"J930061101";"2003-01-04";619140
"J930061101";"2003-01-05";637418
"J930061101";"2003-01-06";586313
"J930061101";"2003-01-07";500577
"J930061101";"2003-01-08";418694
"J930061101";"2003-01-09";349457
"J930061101";"2003-01-10";274961
"J930061101";"2003-01-11";237636
"J930061101";"2003-01-12";198708
"J930061101";"2003-01-13";167299
"J930061101";"2003-01-14";142027
"J930061101";"2003-01-15";137380
"J930061101";"2003-01-16";141509
"J930061101";"2003-01-17";132476
"J930061101";"2003-01-18";138672
"J930061101";"2003-01-19";173319
"J930061101";"2003-01-20";237583
"J930061101";"2003-01-21";303612
"J930061101";"2003-01-22";365873
"J930061101";"2003-01-23";411023
"J930061101";"2003-01-24";413696
"J930061101";"2003-01-25";354930
"J930061101";"2003-01-26";290461
"J930061101";"2003-01-27";244311
"J930061101";"2003-01-28";209057
"J930061101";"2003-01-29";187966
"J930061101";"2003-01-30";196396
"J930061101";"2003-01-31";224178
"J930061101";"2003-02-01";235044
"J930061101";"2003-02-02";237488
"J930061101";"2003-02-03";258044
"J930061101";"2003-02-04";295841
"J930061101";"2003-02-05";334602
"J930061101";"2003-02-06";329338
"J930061101";"2003-02-07";307268
"J930061101";"2003-02-08";282132
"J930061101";"2003-02-09";257156
"J930061101";"2003-02-10";225821
"J930061101";"2003-02-11";216929
"J930061101";"2003-02-12";235630
"J930061101";"2003-02-13";227616
"J930061101";"2003-02-14";200068
"J930061101";"2003-02-15";177554
"J930061101";"2003-02-16";158439
"J930061101";"2003-02-17";134421
"J930061101";"2003-02-18";133844
"J930061101";"2003-02-19";125419
"J930061101";"2003-02-20";127169
"J930061101";"2003-02-21";128243
"J930061101";"2003-02-22";117207
"J930061101";"2003-02-23";111735
"J930061101";"2003-02-24";94190
"J930061101";"2003-02-25";89795
"J930061101";"2003-02-26";98380
"J930061101";"2003-02-27";114457
"J930061101";"2003-02-28";154326
"J930061101";"2003-03-01";208370
"J930061101";"2003-03-02";240434
"J930061101";"2003-03-03";252090
"J930061101";"2003-03-04";261425
"J930061101";"2003-03-05";267076
"J930061101";"2003-03-06";249674
"J930061101";"2003-03-07";218533
"J930061101";"2003-03-08";189844
"J930061101";"2003-03-09";165064
"J930061101";"2003-03-10";147547
"J930061101";"2003-03-11";129187
"J930061101";"2003-03-12";125673
"J930061101";"2003-03-13";116141
"J930061101";"2003-03-14";101679
"J930061101";"2003-03-15";94396
"J930061101";"2003-03-16";84349
"J930061101";"2003-03-17";85377
"J930061101";"2003-03-18";77147
"J930061101";"2003-03-19";76225
"J930061101";"2003-03-20";73900
"J930061101";"2003-03-21";74328
"J930061101";"2003-03-22";68478
"J930061101";"2003-03-23";66233
"J930061101";"2003-03-24";67981
"J930061101";"2003-03-25";67239
"J930061101";"2003-03-26";63176
"J930061101";"2003-03-27";60073
"J930061101";"2003-03-28";60033
"J930061101";"2003-03-29";64083
"J930061101";"2003-03-30";65470
"J930061101";"2003-03-31";63028
"J930061101";"2003-04-01";52291
"J930061101";"2003-04-02";51827
"J930061101";"2003-04-03";48572
"J930061101";"2003-04-04";48982
"J930061101";"2003-04-05";44000
"J930061101";"2003-04-06";42314
"J930061101";"2003-04-07";43517
"J930061101";"2003-04-08";40246
"J930061101";"2003-04-09";36860
"J930061101";"2003-04-10";38851
"J930061101";"2003-04-11";39896
"J930061101";"2003-04-12";36779
"J930061101";"2003-04-13";33900
"J930061101";"2003-04-14";27573
"J930061101";"2003-04-15";35075
"J930061101";"2003-04-16";38883
"J930061101";"2003-04-17";36335
"J930061101";"2003-04-18";44447
"J930061101";"2003-04-19";33353
"J930061101";"2003-04-20";27662
"J930061101";"2003-04-21";29941
"J930061101";"2003-04-22";32961
"J930061101";"2003-04-23";33323
"J930061101";"2003-04-24";24643
"J930061101";"2003-04-25";15642
"J930061101";"2003-04-26";14274
"J930061101";"2003-04-27";31376
"J930061101";"2003-04-28";28655
"J930061101";"2003-04-29";36406
"J930061101";"2003-04-30";34687
"J930061101";"2003-05-01";32443
"J930061101";"2003-05-02";26006
"J930061101";"2003-05-03";29406
"J930061101";"2003-05-04";23693
"J930061101";"2003-05-05";27412
"J930061101";"2003-05-06";24751
"J930061101";"2003-05-07";20515
"J930061101";"2003-05-08";17734
"J930061101";"2003-05-09";17733
"J930061101";"2003-05-10";18788
"J930061101";"2003-05-11";20097
"J930061101";"2003-05-12";21942
"J930061101";"2003-05-13";24464
"J930061101";"2003-05-14";22443
"J930061101";"2003-05-15";19272
"J930061101";"2003-05-16";14679
"J930061101";"2003-05-17";16792
"J930061101";"2003-05-18";26421
"J930061101";"2003-05-19";42884
"J930061101";"2003-05-20";54812
"J930061101";"2003-05-21";36711
"J930061101";"2003-05-22";24686
"J930061101";"2003-05-23";24199
"J930061101";"2003-05-24";26527
"J930061101";"2003-05-25";37956
"J930061101";"2003-05-26";41178
"J930061101";"2003-05-27";27233
"J930061101";"2003-05-28";26462
"J930061101";"2003-05-29";28472
"J930061101";"2003-05-30";22584
"J930061101";"2003-05-31";16530
"J930061101";"2003-06-01";15128
"J930061101";"2003-06-02";14464
"J930061101";"2003-06-03";16517
"J930061101";"2003-06-04";25082
"J930061101";"2003-06-05";22594
"J930061101";"2003-06-06";13966
"J930061101";"2003-06-07";15857
"J930061101";"2003-06-08";13606
"J930061101";"2003-06-09";12056
"J930061101";"2003-06-10";13440
"J930061101";"2003-06-11";15906
"J930061101";"2003-06-12";10538
"J930061101";"2003-06-13";21120
"J930061101";"2003-06-14";14703
"J930061101";"2003-06-15";16864
"J930061101";"2003-06-16";18354
"J930061101";"2003-06-17";11781
"J930061101";"2003-06-18";8775
"J930061101";"2003-06-19";12129
"J930061101";"2003-06-20";15091
"J930061101";"2003-06-21";21807
"J930061101";"2003-06-22";14670
"J930061101";"2003-06-23";3271
"J930061101";"2003-06-24";13985
"J930061101";"2003-06-25";10400
"J930061101";"2003-06-26";9774
"J930061101";"2003-06-27";9863
"J930061101";"2003-06-28";7344
"J930061101";"2003-06-29";8978
"J930061101";"2003-06-30";7515
"J930061101";"2003-07-01";19863
"J930061101";"2003-07-02";18675
"J930061101";"2003-07-03";21625
"J930061101";"2003-07-04";25424
"J930061101";"2003-07-05";16977
"J930061101";"2003-07-06";11946
"J930061101";"2003-07-07";13195
"J930061101";"2003-07-08";11701
"J930061101";"2003-07-09";8680
"J930061101";"2003-07-10";6399
"J930061101";"2003-07-11";9681
"J930061101";"2003-07-12";14850
"J930061101";"2003-07-13";17144
"J930061101";"2003-07-14";5675
"J930061101";"2003-07-15";4609
"J930061101";"2003-07-16";7211
"J930061101";"2003-07-17";8180
"J930061101";"2003-07-18";7100
"J930061101";"2003-07-19";8536
"J930061101";"2003-07-20";6198
"J930061101";"2003-07-21";7414
"J930061101";"2003-07-22";6919
"J930061101";"2003-07-23";6354
"J930061101";"2003-07-24";5672
"J930061101";"2003-07-25";4212
"J930061101";"2003-07-26";9029
"J930061101";"2003-07-27";17584
"J930061101";"2003-07-28";18793
"J930061101";"2003-07-29";8415
"J930061101";"2003-07-30";11675
"J930061101";"2003-07-31";7789
"J930061101";"2003-08-01";6807
"J930061101";"2003-08-02";4080
"J930061101";"2003-08-03";7502
"J930061101";"2003-08-04";13098
"J930061101";"2003-08-05";6073
"J930061101";"2003-08-06";3808
"J930061101";"2003-08-07";11431
"J930061101";"2003-08-08";11460
"J930061101";"2003-08-09";9317
"J930061101";"2003-08-10";5393
"J930061101";"2003-08-11";5073
"J930061101";"2003-08-12";1845
"J930061101";"2003-08-13";2718
"J930061101";"2003-08-14";10407
"J930061101";"2003-08-15";3506
"J930061101";"2003-08-16";5310
"J930061101";"2003-08-17";6810
"J930061101";"2003-08-18";4139
"J930061101";"2003-08-19";3227
"J930061101";"2003-08-20";3190
"J930061101";"2003-08-21";3151
"J930061101";"2003-08-22";4363
"J930061101";"2003-08-23";7227
"J930061101";"2003-08-24";8493
"J930061101";"2003-08-25";4221
"J930061101";"2003-08-26";4902
"J930061101";"2003-08-27";4518
"J930061101";"2003-08-28";2567
"J930061101";"2003-08-29";3089
"J930061101";"2003-08-30";4420
"J930061101";"2003-08-31";2323
"J930061101";"2003-09-01";5288
"J930061101";"2003-09-02";7110
"J930061101";"2003-09-03";6878
"J930061101";"2003-09-04";5595
"J930061101";"2003-09-05";2711
"J930061101";"2003-09-06";3990
"J930061101";"2003-09-07";4920
"J930061101";"2003-09-08";5086
"J930061101";"2003-09-09";3540
"J930061101";"2003-09-10";4107
"J930061101";"2003-09-11";7708
"J930061101";"2003-09-12";5829
"J930061101";"2003-09-13";11787
"J930061101";"2003-09-14";12001
"J930061101";"2003-09-15";6570
"J930061101";"2003-09-16";2748
"J930061101";"2003-09-17";2149
"J930061101";"2003-09-18";5344
"J930061101";"2003-09-19";2892
"J930061101";"2003-09-20";4086
"J930061101";"2003-09-21";4884
"J930061101";"2003-09-22";5045
"J930061101";"2003-09-23";5117
"J930061101";"2003-09-24";6028
"J930061101";"2003-09-25";5434
"J930061101";"2003-09-26";3088
"J930061101";"2003-09-27";1422
"J930061101";"2003-09-28";2692
"J930061101";"2003-09-29";1789
"J930061101";"2003-09-30";4297
"J930061101";"2003-10-01";7541
"J930061101";"2003-10-02";8886
"J930061101";"2003-10-03";11662
"J930061101";"2003-10-04";12898
"J930061101";"2003-10-05";12720
"J930061101";"2003-10-06";11228
"J930061101";"2003-10-07";13395
"J930061101";"2003-10-08";15586
"J930061101";"2003-10-09";8166
"J930061101";"2003-10-10";7290
"J930061101";"2003-10-11";10905
"J930061101";"2003-10-12";10128
"J930061101";"2003-10-13";5912
"J930061101";"2003-10-14";10748
"J930061101";"2003-10-15";11276
"J930061101";"2003-10-16";8967
"J930061101";"2003-10-17";7605
"J930061101";"2003-10-18";7446
"J930061101";"2003-10-19";5827
"J930061101";"2003-10-20";9519
"J930061101";"2003-10-21";11666
"J930061101";"2003-10-22";13046
"J930061101";"2003-10-23";12145
"J930061101";"2003-10-24";7637
"J930061101";"2003-10-25";6590
"J930061101";"2003-10-26";7342
"J930061101";"2003-10-27";12739
"J930061101";"2003-10-28";6382
"J930061101";"2003-10-29";7322
"J930061101";"2003-10-30";11902
"J930061101";"2003-10-31";15188
"J930061101";"2003-11-01";10881
"J930061101";"2003-11-02";7912
"J930061101";"2003-11-03";32727
"J930061101";"2003-11-04";28288
"J930061101";"2003-11-05";19494
"J930061101";"2003-11-06";18026
"J930061101";"2003-11-07";14066
"J930061101";"2003-11-08";12056
"J930061101";"2003-11-09";8033
"J930061101";"2003-11-10";17583
"J930061101";"2003-11-11";12021
"J930061101";"2003-11-12";12638
"J930061101";"2003-11-13";10918
"J930061101";"2003-11-14";10538
"J930061101";"2003-11-15";17861
"J930061101";"2003-11-16";18533
"J930061101";"2003-11-17";32028
"J930061101";"2003-11-18";29342
"J930061101";"2003-11-19";27159
"J930061101";"2003-11-20";18655
"J930061101";"2003-11-21";16854
"J930061101";"2003-11-22";15584
"J930061101";"2003-11-23";24690
"J930061101";"2003-11-24";64923
"J930061101";"2003-11-25";77100
"J930061101";"2003-11-26";63457
"J930061101";"2003-11-27";103366
"J930061101";"2003-11-28";108092
"J930061101";"2003-11-29";72280
"J930061101";"2003-11-30";57283
"J930061101";"2003-12-01";88430
"J930061101";"2003-12-02";178831
"J930061101";"2003-12-03";160726
"J930061101";"2003-12-04";98717
"J930061101";"2003-12-05";74345
"J930061101";"2003-12-06";58265
"J930061101";"2003-12-07";55354
"J930061101";"2003-12-08";48553
"J930061101";"2003-12-09";45946
"J930061101";"2003-12-10";42081
"J930061101";"2003-12-11";39331
"J930061101";"2003-12-12";39027
"J930061101";"2003-12-13";36824
"J930061101";"2003-12-14";43891
"J930061101";"2003-12-15";38567
"J930061101";"2003-12-16";31373
"J930061101";"2003-12-17";24896
"J930061101";"2003-12-18";28707
"J930061101";"2003-12-19";33592
"J930061101";"2003-12-20";27951
"J930061101";"2003-12-21";36829
"J930061101";"2003-12-22";37049
"J930061101";"2003-12-23";32518
"J930061101";"2003-12-24";36684
"J930061101";"2003-12-25";42434
"J930061101";"2003-12-26";33497
"J930061101";"2003-12-27";43130
"J930061101";"2003-12-28";135070
"J930061101";"2003-12-29";223510
"J930061101";"2003-12-30";271115
"J930061101";"2003-12-31";258069
"J930061101";"2004-01-01";220836
"J930061101";"2004-01-02";207534
"J930061101";"2004-01-03";187869
"J930061101";"2004-01-04";160849
"J930061101";"2004-01-05";133513
"J930061101";"2004-01-06";117692
"J930061101";"2004-01-07";97036
"J930061101";"2004-01-08";129382
"J930061101";"2004-01-09";257564
"J930061101";"2004-01-10";290149
"J930061101";"2004-01-11";265235
"J930061101";"2004-01-12";252242
"J930061101";"2004-01-13";315798
"J930061101";"2004-01-14";400307
"J930061101";"2004-01-15";495336
"J930061101";"2004-01-16";544244
"J930061101";"2004-01-17";533726
"J930061101";"2004-01-18";514756
"J930061101";"2004-01-19";471886
"J930061101";"2004-01-20";408476
"J930061101";"2004-01-21";338380
"J930061101";"2004-01-22";278459
"J930061101";"2004-01-23";265144
"J930061101";"2004-01-24";279492
"J930061101";"2004-01-25";286413
"J930061101";"2004-01-26";321540
"J930061101";"2004-01-27";382076
"J930061101";"2004-01-28";446352
"J930061101";"2004-01-29";472086
"J930061101";"2004-01-30";423652
"J930061101";"2004-01-31";366790
"J930061101";"2004-02-01";360994
"J930061101";"2004-02-02";356928
"J930061101";"2004-02-03";321055
"J930061101";"2004-02-04";272548
"J930061101";"2004-02-05";227750
"J930061101";"2004-02-06";203205
"J930061101";"2004-02-07";186370
"J930061101";"2004-02-08";158689
"J930061101";"2004-02-09";136948
"J930061101";"2004-02-10";115928
"J930061101";"2004-02-11";112947
"J930061101";"2004-02-12";112773
"J930061101";"2004-02-13";102407
"J930061101";"2004-02-14";97842
"J930061101";"2004-02-15";95234
"J930061101";"2004-02-16";96478
"J930061101";"2004-02-17";88665
"J930061101";"2004-02-18";83305
"J930061101";"2004-02-19";84549
"J930061101";"2004-02-20";78256
"J930061101";"2004-02-21";83295
"J930061101";"2004-02-22";81375
"J930061101";"2004-02-23";98856
"J930061101";"2004-02-24";98336
"J930061101";"2004-02-25";99110
"J930061101";"2004-02-26";79534
"J930061101";"2004-02-27";79422
"J930061101";"2004-02-28";89334
"J930061101";"2004-02-29";97672
"J930061101";"2004-03-01";84393
"J930061101";"2004-03-02";72203
"J930061101";"2004-03-03";68802
"J930061101";"2004-03-04";97533
"J930061101";"2004-03-05";204268
"J930061101";"2004-03-06";232520
"J930061101";"2004-03-07";202319
"J930061101";"2004-03-08";156755
"J930061101";"2004-03-09";117884
"J930061101";"2004-03-10";110066
"J930061101";"2004-03-11";93441
"J930061101";"2004-03-12";98584
"J930061101";"2004-03-13";139678
"J930061101";"2004-03-14";157204
"J930061101";"2004-03-15";127863
"J930061101";"2004-03-16";115397
"J930061101";"2004-03-17";110416
"J930061101";"2004-03-18";100428
"J930061101";"2004-03-19";89305
"J930061101";"2004-03-20";92472
"J930061101";"2004-03-21";96854
"J930061101";"2004-03-22";104577
"J930061101";"2004-03-23";97770
"J930061101";"2004-03-24";103819
"J930061101";"2004-03-25";104711
"J930061101";"2004-03-26";105856
"J930061101";"2004-03-27";86733
"J930061101";"2004-03-28";84058
"J930061101";"2004-03-29";76461
"J930061101";"2004-03-30";73079
"J930061101";"2004-03-31";68930
"J930061101";"2004-04-01";69052
"J930061101";"2004-04-02";72246
"J930061101";"2004-04-03";72161
"J930061101";"2004-04-04";74082
"J930061101";"2004-04-05";82075
"J930061101";"2004-04-06";82990
"J930061101";"2004-04-07";69027
"J930061101";"2004-04-08";65506
"J930061101";"2004-04-09";60094
"J930061101";"2004-04-10";52555
"J930061101";"2004-04-11";52138
"J930061101";"2004-04-12";49621
"J930061101";"2004-04-13";50256
"J930061101";"2004-04-14";48815
"J930061101";"2004-04-15";52502
"J930061101";"2004-04-16";43666
"J930061101";"2004-04-17";43875
"J930061101";"2004-04-18";57250
"J930061101";"2004-04-19";95602
"J930061101";"2004-04-20";87990
"J930061101";"2004-04-21";79442
"J930061101";"2004-04-22";58244
"J930061101";"2004-04-23";53066
"J930061101";"2004-04-24";52995
"J930061101";"2004-04-25";50388
"J930061101";"2004-04-26";48205
"J930061101";"2004-04-27";42051
"J930061101";"2004-04-28";39154
"J930061101";"2004-04-29";41410
"J930061101";"2004-04-30";58910
"J930061101";"2004-05-01";76018
"J930061101";"2004-05-02";71027
"J930061101";"2004-05-03";76224
"J930061101";"2004-05-04";65589
"J930061101";"2004-05-05";65489
"J930061101";"2004-05-06";72400
"J930061101";"2004-05-07";92008
"J930061101";"2004-05-08";92708
"J930061101";"2004-05-09";72754
"J930061101";"2004-05-10";56316
"J930061101";"2004-05-11";51356
"J930061101";"2004-05-12";51157
"J930061101";"2004-05-13";46614
"J930061101";"2004-05-14";44011
"J930061101";"2004-05-15";43339
"J930061101";"2004-05-16";45977
"J930061101";"2004-05-17";39045
"J930061101";"2004-05-18";34885
"J930061101";"2004-05-19";36656
"J930061101";"2004-05-20";30974
"J930061101";"2004-05-21";25731
"J930061101";"2004-05-22";37350
"J930061101";"2004-05-23";37538
"J930061101";"2004-05-24";29726
"J930061101";"2004-05-25";31795
"J930061101";"2004-05-26";27330
"J930061101";"2004-05-27";28224
"J930061101";"2004-05-28";23185
"J930061101";"2004-05-29";20994
"J930061101";"2004-05-30";22066
"J930061101";"2004-05-31";21562
"J930061101";"2004-06-01";25195
"J930061101";"2004-06-02";21410
"J930061101";"2004-06-03";21523
"J930061101";"2004-06-04";22642
"J930061101";"2004-06-05";24055
"J930061101";"2004-06-06";29978
"J930061101";"2004-06-07";24279
"J930061101";"2004-06-08";19306
"J930061101";"2004-06-09";15214
"J930061101";"2004-06-10";13174
"J930061101";"2004-06-11";14544
"J930061101";"2004-06-12";15505
"J930061101";"2004-06-13";16428
"J930061101";"2004-06-14";17293
"J930061101";"2004-06-15";10880
"J930061101";"2004-06-16";14903
"J930061101";"2004-06-17";12223
"J930061101";"2004-06-18";9191
"J930061101";"2004-06-19";7904
"J930061101";"2004-06-20";7343
"J930061101";"2004-06-21";6634
"J930061101";"2004-06-22";3901
"J930061101";"2004-06-23";17130
"J930061101";"2004-06-24";18568
"J930061101";"2004-06-25";17941
"J930061101";"2004-06-26";9269
"J930061101";"2004-06-27";8924
"J930061101";"2004-06-28";7881
"J930061101";"2004-06-29";8013
"J930061101";"2004-06-30";7030
"J930061101";"2004-07-01";7934
"J930061101";"2004-07-02";7429
"J930061101";"2004-07-03";7186
"J930061101";"2004-07-04";4556
"J930061101";"2004-07-05";6425
"J930061101";"2004-07-06";16391
"J930061101";"2004-07-07";31571
"J930061101";"2004-07-08";48216
"J930061101";"2004-07-09";64700
"J930061101";"2004-07-10";40594
"J930061101";"2004-07-11";23958
"J930061101";"2004-07-12";16943
"J930061101";"2004-07-13";16043
"J930061101";"2004-07-14";11056
"J930061101";"2004-07-15";14133
"J930061101";"2004-07-16";7907
"J930061101";"2004-07-17";2690
"J930061101";"2004-07-18";6429
"J930061101";"2004-07-19";9006
"J930061101";"2004-07-20";9751
"J930061101";"2004-07-21";11685
"J930061101";"2004-07-22";12775
"J930061101";"2004-07-23";15490
"J930061101";"2004-07-24";12170
"J930061101";"2004-07-25";9588
"J930061101";"2004-07-26";8810
"J930061101";"2004-07-27";9509
"J930061101";"2004-07-28";13339
"J930061101";"2004-07-29";7731
"J930061101";"2004-07-30";6906
"J930061101";"2004-07-31";8552
"J930061101";"2004-08-01";7904
"J930061101";"2004-08-02";7964
"J930061101";"2004-08-03";9701
"J930061101";"2004-08-04";13217
"J930061101";"2004-08-05";37932
"J930061101";"2004-08-06";14851
"J930061101";"2004-08-07";10057
"J930061101";"2004-08-08";10175
"J930061101";"2004-08-09";9861
"J930061101";"2004-08-10";9390
"J930061101";"2004-08-11";9555
"J930061101";"2004-08-12";9801
"J930061101";"2004-08-13";20806
"J930061101";"2004-08-14";17616
"J930061101";"2004-08-15";13705
"J930061101";"2004-08-16";11770
"J930061101";"2004-08-17";29308
"J930061101";"2004-08-18";45569
"J930061101";"2004-08-19";39620
"J930061101";"2004-08-20";24377
"J930061101";"2004-08-21";26719
"J930061101";"2004-08-22";21128
"J930061101";"2004-08-23";15089
"J930061101";"2004-08-24";15483
"J930061101";"2004-08-25";16296
"J930061101";"2004-08-26";16666
"J930061101";"2004-08-27";16886
"J930061101";"2004-08-28";14079
"J930061101";"2004-08-29";13254
"J930061101";"2004-08-30";14711
"J930061101";"2004-08-31";10034
"J930061101";"2004-09-01";11210
"J930061101";"2004-09-02";11692
"J930061101";"2004-09-03";11216
"J930061101";"2004-09-04";18390
"J930061101";"2004-09-05";28681
"J930061101";"2004-09-06";18935
"J930061101";"2004-09-07";19785
"J930061101";"2004-09-08";18970
"J930061101";"2004-09-09";10669
"J930061101";"2004-09-10";6337
"J930061101";"2004-09-11";13030
"J930061101";"2004-09-12";12623
"J930061101";"2004-09-13";11115
"J930061101";"2004-09-14";20419
"J930061101";"2004-09-15";14293
"J930061101";"2004-09-16";13917
"J930061101";"2004-09-17";8766
"J930061101";"2004-09-18";9827
"J930061101";"2004-09-19";10893
"J930061101";"2004-09-20";12244
"J930061101";"2004-09-21";16727
"J930061101";"2004-09-22";11702
"J930061101";"2004-09-23";8482
"J930061101";"2004-09-24";5516
"J930061101";"2004-09-25";6046
"J930061101";"2004-09-26";8532
"J930061101";"2004-09-27";12260
"J930061101";"2004-09-28";7744
"J930061101";"2004-09-29";5560
"J930061101";"2004-09-30";5956
"J930061101";"2004-10-01";7000
"J930061101";"2004-10-02";6026
"J930061101";"2004-10-03";5844
"J930061101";"2004-10-04";6336
"J930061101";"2004-10-05";9338
"J930061101";"2004-10-06";8161
"J930061101";"2004-10-07";9674
"J930061101";"2004-10-08";8627
"J930061101";"2004-10-09";12096
"J930061101";"2004-10-10";25913
"J930061101";"2004-10-11";23173
"J930061101";"2004-10-12";30802
"J930061101";"2004-10-13";29501
"J930061101";"2004-10-14";39332
"J930061101";"2004-10-15";46371
"J930061101";"2004-10-16";29454
"J930061101";"2004-10-17";23558
"J930061101";"2004-10-18";24343
"J930061101";"2004-10-19";21827
"J930061101";"2004-10-20";16827
"J930061101";"2004-10-21";44048
"J930061101";"2004-10-22";48996
"J930061101";"2004-10-23";33378
"J930061101";"2004-10-24";31615
"J930061101";"2004-10-25";35543
"J930061101";"2004-10-26";26633
"J930061101";"2004-10-27";18205
"J930061101";"2004-10-28";24110
"J930061101";"2004-10-29";48944
"J930061101";"2004-10-30";101586
"J930061101";"2004-10-31";77835
"J930061101";"2004-11-01";50249
"J930061101";"2004-11-02";43084
"J930061101";"2004-11-03";39353
"J930061101";"2004-11-04";38006
"J930061101";"2004-11-05";37777
"J930061101";"2004-11-06";31438
"J930061101";"2004-11-07";32653
"J930061101";"2004-11-08";32681
"J930061101";"2004-11-09";34214
"J930061101";"2004-11-10";28103
"J930061101";"2004-11-11";42682
"J930061101";"2004-11-12";51731
"J930061101";"2004-11-13";38255
"J930061101";"2004-11-14";34767
"J930061101";"2004-11-15";27526
