"CdStationMesureEauxSurface";"CdSupport";"CdFractionAnalysee";"CdPrelevement";"DatePrel";"HeurePrel";"DateAna";"HeureAna";"CdParametre";"RsAna";"CdUniteMesure";"CdRqAna";"CdInsituAna";"ProfondeurPrel";"CdDifficulteAna";"LdAna";"LqAna";"LsAna";"IncertAna";"CdMetFractionnement";"CdMethode";"RdtExtraction";"CdMethodeExtraction";"CdAccreAna";"AgreAna";"CdStatutAna";"CdQualAna";"CommentairesAna";"ComResultatAna";"CdRdd";"CdProducteur";"CdPreleveur";"CdLaboratoire";"source"
4216000;3;3;"20181211155341-PC-29778";"1988-04-05";"09:00:00";"1988-04-05";"09:00:00";1340;26,8;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155341-PC-29779";"1988-07-07";"11:00:00";"1988-07-07";"11:00:00";1340;22,3;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155342-PC-29780";"1984-12-09";"09:30:00";"1984-12-09";"09:30:00";1340;22,6662;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155342-PC-29781";"1981-07-01";"11:00:00";"1981-07-01";"11:00:00";1340;21,9579;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155342-PC-29782";"1982-09-01";"10:15:00";"1982-09-01";"10:15:00";1340;6,99466;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155343-PC-29783";"1971-02-03";"15:30:00";"1971-02-03";"15:30:00";1340;2,99708;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155343-PC-29784";"1982-05-03";"10:30:00";"1982-05-03";"10:30:00";1340;20,984;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155344-PC-29785";"1983-03-04";"09:00:00";"1983-03-04";"09:00:00";1340;15,9815;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155344-PC-29786";"1989-12-21";"10:15:00";"1989-12-21";"10:15:00";1340;26,5;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155346-PC-29791";"1983-05-03";"13:30:00";"1983-05-03";"13:30:00";1340;14,9633;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155346-PC-29792";"1988-02-22";"09:00:00";"1988-02-22";"09:00:00";1340;36,8;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155346-PC-29793";"1981-11-05";"11:00:00";"1981-11-05";"11:00:00";1340;17,1767;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155347-PC-29794";"1986-11-05";"10:30:00";"1986-11-05";"10:30:00";1340;14,9633;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155347-PC-29795";"1986-01-08";"09:30:00";"1986-01-08";"09:30:00";1340;26,9604;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155348-PC-29796";"1981-09-01";"10:00:00";"1981-09-01";"10:00:00";1340;8,98681;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155348-PC-29797";"1988-09-01";"10:00:00";"1988-09-01";"10:00:00";1340;8,7;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155348-PC-29798";"1971-01-12";"15:00:00";"1971-01-12";"15:00:00";1340;4,95824;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155349-PC-29799";"1977-01-12";"11:30:00";"1977-01-12";"11:30:00";1340;20,984;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155349-PC-29800";"1980-10-02";"11:30:00";"1980-10-02";"11:30:00";1340;6,99466;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155350-PC-29801";"1989-01-18";"09:15:00";"1989-01-18";"09:15:00";1340;21,8;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155350-PC-29804";"1971-05-05";"12:20:00";"1971-05-05";"12:20:00";1340;1,99658;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155351-PC-29805";"1978-06-08";"10:30:00";"1978-06-08";"10:30:00";1340;13,0596;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155351-PC-29806";"1976-07-08";"10:00:00";"1976-07-08";"10:00:00";1340;0,898681;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155352-PC-29807";"1971-10-05";"11:15:00";"1971-10-05";"11:15:00";1340;1;173;10;2;NA;0;NA;1;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155352-PC-29808";"1983-10-05";"10:00:00";"1983-10-05";"10:00:00";1340;11,9972;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155353-PC-29810";"1984-03-01";"12:30:00";"1984-03-01";"12:30:00";1340;26,9604;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155353-PC-29811";"1988-08-04";"10:00:00";"1988-08-04";"10:00:00";1340;14,7;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155354-PC-29813";"1982-07-01";"10:30:00";"1982-07-01";"10:30:00";1340;12,8826;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155354-PC-29814";"1987-10-01";"09:15:00";"1987-10-01";"09:15:00";1340;6,46341;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155354-PC-29815";"1988-01-19";"09:45:00";"1988-01-19";"09:45:00";1340;44,9;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155355-PC-29816";"1971-07-20";"15:45:00";"1971-07-20";"15:45:00";1340;0,996075;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155355-PC-29817";"1971-06-24";"10:30:00";"1971-06-24";"10:30:00";1340;2,99708;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155356-PC-29819";"1983-08-04";"11:00:00";"1983-08-04";"11:00:00";1340;9,96075;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155356-PC-29820";"1979-02-05";"10:30:00";"1979-02-05";"10:30:00";1340;17,7965;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155356-PC-29821";"1979-08-01";"11:00:00";"1979-08-01";"11:00:00";1340;1,59815;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155357-PC-29823";"1989-02-16";"09:30:00";"1989-02-16";"09:30:00";1340;21,9;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155357-PC-29824";"1976-01-19";"10:30:00";"1976-01-19";"10:30:00";1340;10,3592;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155357-PC-29825";"1977-08-05";"10:00:00";"1977-08-05";"10:00:00";1340;5,48948;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155358-PC-29827";"1986-05-07";"11:00:00";"1986-05-07";"11:00:00";1340;23,3745;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155358-PC-29829";"1981-01-09";"09:15:00";"1981-01-09";"09:15:00";1340;17,8851;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155359-PC-29830";"1977-02-02";"11:30:00";"1977-02-02";"11:30:00";1340;23,9943;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155359-PC-29832";"1987-12-17";"12:30:00";"1987-12-17";"12:30:00";1340;32,9811;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155400-PC-29833";"1984-10-03";"09:15:00";"1984-10-03";"09:15:00";1340;10,2706;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155400-PC-29834";"1977-05-20";"09:15:00";"1977-05-20";"09:15:00";1340;10,979;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155401-PC-29836";"1979-03-08";"11:15:00";"1979-03-08";"11:15:00";1340;21,8694;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";104;104;22440002802595;NA
4216000;3;3;"20181211155401-PC-29837";"1980-04-08";"11:00:00";"1980-04-08";"11:00:00";1340;21,161;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155401-PC-29838";"1976-02-05";"10:00:00";"1976-02-05";"10:00:00";1340;5,57802;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155403-PC-29842";"1971-03-03";"10:15:00";"1971-03-03";"10:15:00";1340;4,47127;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155403-PC-29843";"1982-02-04";"13:00:00";"1982-02-04";"13:00:00";1340;37,9836;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155404-PC-29844";"1978-02-08";"10:30:00";"1978-02-08";"10:30:00";1340;21,161;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155404-PC-29845";"1986-06-04";"10:30:00";"1986-06-04";"10:30:00";1340;23,773;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155404-PC-29846";"1980-08-05";"11:00:00";"1980-08-05";"11:00:00";1340;7,96859;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155405-PC-29847";"1980-11-06";"11:30:00";"1980-11-06";"11:30:00";1340;10,1821;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155405-PC-29848";"1989-03-01";"09:30:00";"1989-03-01";"09:30:00";1340;31,3;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155406-PC-29849";"1983-06-01";"12:00:00";"1983-06-01";"12:00:00";1340;17,9736;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155406-PC-29850";"1980-09-04";"11:30:00";"1980-09-04";"11:30:00";1340;6,99466;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155407-PC-29851";"1979-10-04";"11:00:00";"1979-10-04";"11:00:00";1340;3,99758;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155407-PC-29852";"1978-05-09";"10:30:00";"1978-05-09";"10:30:00";1340;14,9633;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155408-PC-29853";"1979-01-11";"10:30:00";"1979-01-11";"10:30:00";1340;15,4945;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155408-PC-29854";"1984-08-01";"11:00:00";"1984-08-01";"11:00:00";1340;5,97645;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155408-PC-29855";"1989-08-01";"10:00:00";"1989-08-01";"10:00:00";1340;2,6;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155409-PC-29856";"1983-09-01";"11:00:00";"1983-09-01";"11:00:00";1340;7,96859;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155409-PC-29857";"1985-06-05";"11:00:00";"1985-06-05";"11:00:00";1340;18,9918;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155410-PC-29858";"1982-04-07";"11:30:00";"1982-04-07";"11:30:00";1340;22,9761;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155410-PC-29859";"1980-05-08";"11:30:00";"1980-05-08";"11:30:00";1340;16,4684;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155411-PC-29862";"1988-05-04";"10:00:00";"1988-05-04";"10:00:00";1340;19,9;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155411-PC-29863";"1971-08-04";"09:40:00";"1971-08-04";"09:40:00";1340;1;173;10;2;NA;0;NA;1;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155412-PC-29864";"1982-03-05";"11:15:00";"1982-03-05";"11:15:00";1340;11,9972;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155412-PC-29865";"1984-04-05";"09:45:00";"1984-04-05";"09:45:00";1340;17,5752;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155413-PC-29866";"1980-07-01";"11:00:00";"1980-07-01";"11:00:00";1340;11,5987;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155413-PC-29868";"1982-08-02";"11:30:00";"1982-08-02";"11:30:00";1340;10,979;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155413-PC-29869";"1987-06-03";"10:30:00";"1987-06-03";"10:30:00";1340;21,5595;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155414-PC-29870";"1987-08-03";"11:45:00";"1987-08-03";"11:45:00";1340;19,3902;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155414-PC-29871";"1988-01-04";"13:05:00";"1988-01-04";"13:05:00";1340;27,8;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155414-PC-29872";"1981-03-04";"09:30:00";"1981-03-04";"09:30:00";1340;19,5673;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";104;104;22440002802595;NA
4216000;3;3;"20181211155415-PC-29873";"1988-12-22";"09:30:00";"1988-12-22";"09:30:00";1340;18,3;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155415-PC-29875";"1984-01-04";"12:30:00";"1984-01-04";"12:30:00";1340;22,9761;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155416-PC-29876";"1977-06-20";"11:00:00";"1977-06-20";"11:00:00";1340;11,4659;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155416-PC-29877";"1985-12-05";"09:30:00";"1985-12-05";"09:30:00";1340;10,7;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155416-PC-29879";"1976-12-01";"11:20:00";"1976-12-01";"11:20:00";1340;9,47377;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155417-PC-29882";"1987-11-04";"09:15:00";"1987-11-04";"09:15:00";1340;26,3;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155418-PC-29883";"1988-06-01";"11:00:00";"1988-06-01";"11:00:00";1340;22,3;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155418-PC-29884";"1989-11-06";"09:30:00";"1989-11-06";"09:30:00";1340;2;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155418-PC-29885";"1989-09-04";"10:30:00";"1989-09-04";"10:30:00";1340;1,4;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155418-PC-29886";"1976-04-08";"11:00:00";"1976-04-08";"11:00:00";1340;3,69654;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155419-PC-29887";"1979-11-08";"11:00:00";"1979-11-08";"11:00:00";1340;5,66656;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155419-PC-29888";"1987-07-01";"10:30:00";"1987-07-01";"10:30:00";1340;17,0882;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155420-PC-29889";"1983-02-02";"09:15:00";"1983-02-02";"09:15:00";1340;24,9683;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155420-PC-29890";"1987-12-02";"09:15:00";"1987-12-02";"09:15:00";1340;29,5723;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155421-PC-29892";"1988-02-03";"09:30:00";"1988-02-03";"09:30:00";1340;26,2;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155421-PC-29893";"1986-09-03";"09:15:00";"1986-09-03";"09:15:00";1340;10,2706;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155421-PC-29894";"1989-01-04";"10:00:00";"1989-01-04";"10:00:00";1340;25,5;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155422-PC-29895";"1987-02-04";"10:30:00";"1987-02-04";"10:30:00";1340;30,1921;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155425-PC-29903";"1976-06-15";"11:00:00";"1976-06-15";"11:00:00";1340;0,898681;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";19350095600019;19350095600019;19350095600019;NA
4216000;3;3;"20181211155425-PC-29904";"1988-11-17";"09:45:00";"1988-11-17";"09:45:00";1340;15,9;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155425-PC-29905";"1989-04-03";"09:00:00";"1989-04-03";"09:00:00";1340;28,2;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155426-PC-29906";"1986-12-03";"11:00:00";"1986-12-03";"11:00:00";1340;28,687;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155426-PC-29907";"1987-03-04";"10:30:00";"1987-03-04";"10:30:00";1340;33,6895;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
4216000;3;3;"20181211155426-PC-29908";"1988-04-20";"09:55:00";"1988-04-20";"09:55:00";1340;26,4;173;1;2;NA;0;NA;NA;NA;-2147483648;0;0;NA;NA;0;FALSE;3;1;NA;NA;"0000000001";22440002802595;22440002802595;22440002802595;NA
